siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
CPER,99.98143625172497,206437.6926603991,2064.376926603991,214098.6592548464,0.2140986592548464,WBD_10_HU2
