FCode,sum_length,n_segments,sum_length_km,siteID,huc2
55800,28473755.536683723,166,28473.755536683722,BLWA,WBD_03_HU2
46003,13036177.233662428,76,13036.177233662429,BLWA,WBD_03_HU2
46006,8404903.742756039,49,8404.90374275604,BLWA,WBD_03_HU2
