FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,24387684.570459787,120,24387.684570459787,LAJA,WBD_21_HU2
33600,19916609.065875493,98,19916.609065875495,LAJA,WBD_21_HU2
46006,5893690.437861115,29,5893.690437861114,LAJA,WBD_21_HU2
55800,5283998.323599621,26,5283.998323599621,LAJA,WBD_21_HU2
42813,3861383.3903227993,19,3861.383390322799,LAJA,WBD_21_HU2
