siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
CLBJ,129.17875196148526,254294.81062527775,2542.9481062527775,1984483.4834882247,1.9844834834882248,WBD_12_HU2
