siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
JORN,301.7057593148021,4296.389179629084,42.96389179629084,246997.85269637135,0.24699785269637134,WBD_13_HU2
