siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
COMO,119.07602425897682,1611.3386582907438,16.113386582907438,0,0,WBD_14_HU2
