siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
BIGC,99.98138092230225,677234.5560375535,6772.345560375535,8127.445581062697,0.008127445581062697,WBD_18_HU2
