FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,47142929.288655914,157,47142.92928865591,ONAQ,WBD_16_HU2
46003,5705195.264232244,19,5705.195264232244,ONAQ,WBD_16_HU2
33400,4504101.524393877,15,4504.101524393877,ONAQ,WBD_16_HU2
55800,4504101.524393877,15,4504.101524393877,ONAQ,WBD_16_HU2
46006,1801640.609757551,6,1801.640609757551,ONAQ,WBD_16_HU2
42807,1201093.7398383673,4,1201.0937398383674,ONAQ,WBD_16_HU2
33600,600546.8699191837,2,600.5468699191837,ONAQ,WBD_16_HU2
