FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,14994162.519420097,123,14994.162519420097,DCFS,WBD_10_HU2
55800,10971338.428843973,90,10971.338428843974,DCFS,WBD_10_HU2
33400,975230.0825639088,8,975.2300825639088,DCFS,WBD_10_HU2
