FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,1215636028.0874085,1795,1215636.0280874085,BIGC,WBD_18_HU2
46003,794396134.2320502,1173,794396.1342320502,BIGC,WBD_18_HU2
46006,446974806.9847853,660,446974.8069847853,BIGC,WBD_18_HU2
55800,3386172.7801877675,5,3386.1727801877673,BIGC,WBD_18_HU2
33400,677234.5560375535,1,677.2345560375535,BIGC,WBD_18_HU2
46000,677234.5560375535,1,677.2345560375535,BIGC,WBD_18_HU2
