FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,89258951.26529577,345,89258.95126529578,BARR,WBD_19_HU2
55800,42171620.45287887,163,42171.62045287887,BARR,WBD_19_HU2
56600,6985483.142501408,27,6985.483142501408,BARR,WBD_19_HU2
