siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
PRLA,262.5612227397533,121903.7603204886,1219.037603204886,21507188.098806668,21.50718809880667,WBD_10_HU2
