FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,115704138.83450137,455,115704.13883450137,CLBJ,WBD_12_HU2
55800,69422483.30070083,273,69422.48330070083,CLBJ,WBD_12_HU2
46006,3051537.7275033332,12,3051.5377275033334,CLBJ,WBD_12_HU2
42807,1780063.6743769443,7,1780.0636743769444,CLBJ,WBD_12_HU2
