FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,108399408.84201814,332,108399.40884201814,RMNP,WBD_10_HU2
46006,87829641.5015147,269,87829.6415015147,RMNP,WBD_10_HU2
46003,50934661.986008525,156,50934.66198600853,RMNP,WBD_10_HU2
55800,11427648.522501912,35,11427.648522501911,RMNP,WBD_10_HU2
33400,653008.4870001093,2,653.0084870001093,RMNP,WBD_10_HU2
33600,326504.24350005464,1,326.50424350005466,RMNP,WBD_10_HU2
