FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,100695460.61977251,378,100695.46061977251,HARV,WBD_01_HU2
55800,59671384.0709763,224,59671.3840709763,HARV,WBD_01_HU2
46003,11188384.513308056,42,11188.384513308056,HARV,WBD_01_HU2
33400,2663901.074597156,10,2663.9010745971564,HARV,WBD_01_HU2
42807,266390.1074597156,1,266.39010745971564,HARV,WBD_01_HU2
