FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,85051011.43725531,293,85051.0114372553,KONZ,WBD_10_HU2
55800,28737372.465147696,99,28737.372465147695,KONZ,WBD_10_HU2
46000,10159677.134143125,35,10159.677134143125,KONZ,WBD_10_HU2
46007,5224976.811845035,18,5224.976811845036,KONZ,WBD_10_HU2
46006,3773594.3641103036,13,3773.5943641103036,KONZ,WBD_10_HU2
33400,290276.4895469464,1,290.27648954694644,KONZ,WBD_10_HU2
