siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
PRIN,66.5975432588112,103651.15721215261,1036.5115721215261,427948.07525246264,0.42794807525246265,WBD_12_HU2
