FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,43558353.15134421,211,43558.35315134421,CPER,WBD_10_HU2
46007,39223161.60547583,190,39223.16160547583,CPER,WBD_10_HU2
55800,8670383.091736762,42,8670.383091736761,CPER,WBD_10_HU2
