siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
UKFS,111.44981491969418,140871.66788988738,1408.7166788988739,1210272.1959770443,1.2102721959770444,WBD_10_HU2
