FCode,sum_length,n_segments,sum_length_km,siteID,huc2
55800,28561.733837360247,7,28.561733837360247,UNDE,WBD_07_HU2
46006,16320.990764205855,4,16.320990764205856,UNDE,WBD_07_HU2
