FCode,sum_length,n_segments,sum_length_km,siteID,huc2
55800,13464220.744108878,99,13464.220744108878,LEWI,WBD_02_HU2
46003,12920211.825154984,95,12920.211825154984,LEWI,WBD_02_HU2
46006,9248151.622216199,68,9248.151622216199,LEWI,WBD_02_HU2
