FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,785432452.8922044,957,785432.4528922044,GRSM,WBD_06_HU2
55800,244575622.73968327,298,244575.62273968328,GRSM,WBD_06_HU2
46003,47601966.84195178,58,47601.96684195178,GRSM,WBD_06_HU2
46007,10669406.361127123,13,10669.406361127123,GRSM,WBD_06_HU2
33603,9027959.228646027,11,9027.959228646027,GRSM,WBD_06_HU2
42001,820723.5662405479,1,820.7235662405479,GRSM,WBD_06_HU2
