siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
TEAK,182.04470790619095,851503.9203337851,8515.039203337852,2951284.4608756052,2.951284460875605,WBD_18_HU2
