FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,47356938.08591366,176,47356.93808591366,YELL,WBD_10_HU2
55800,32019747.910362076,119,32019.747910362075,YELL,WBD_10_HU2
46006,27445498.20888178,102,27445.49820888178,YELL,WBD_10_HU2
33400,269073.51185178215,1,269.07351185178214,YELL,WBD_10_HU2
