FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,3615478.399744796,57,3615.478399744796,MCDI,WBD_10_HU2
55800,1141730.020972041,18,1141.7300209720408,MCDI,WBD_10_HU2
