FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,152882274.21286783,487,152882.27421286784,SJER,WBD_18_HU2
55800,23544498.08206383,75,23544.49808206383,SJER,WBD_18_HU2
46003,20091305.030027803,64,20091.305030027805,SJER,WBD_18_HU2
