siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
SERC,99.9814584753952,162176.41859367062,1621.764185936706,9538172.848484222,9.538172848484221,WBD_02_HU2
