FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,14087166.788988737,100,14087.166788988738,UKFS,WBD_10_HU2
55800,6620968.390824707,47,6620.968390824707,UKFS,WBD_10_HU2
46006,3099176.6935775224,22,3099.176693577522,UKFS,WBD_10_HU2
