FCode,sum_length,n_segments,sum_length_km,siteID
46003,12142037.865592513,96,12142.037865592512,BART
55800,10371324.010193605,82,10371.324010193604,BART
46006,6829896.299395789,54,6829.896299395789,BART
46007,126479.56109992202,1,126.47956109992202,BART
