FCode,sum_length,n_segments,sum_length_km,siteID
46006,22218169.347332876,137,22218.169347332878,SERC
55800,15082406.929211367,93,15082.406929211367,SERC
56600,6973585.999527836,43,6973.585999527836,SERC
46003,2432646.278905059,15,2432.6462789050593,SERC
33400,162176.41859367062,1,162.17641859367063,SERC
