FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,2435357.6114600752,54,2435.357611460075,WLOU,WBD_14_HU2
46006,1849067.8161085756,41,1849.0678161085755,WLOU,WBD_14_HU2
42803,180396.86010815372,4,180.39686010815373,WLOU,WBD_14_HU2
42813,45099.21502703843,1,45.09921502703843,WLOU,WBD_14_HU2
