FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,13774548.935280312,126,13774.548935280312,HEAL,WBD_19_HU2
55800,546609.0847333458,5,546.6090847333458,HEAL,WBD_19_HU2
