FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,7823912.419143615,72,7823.912419143615,STEI,WBD_07_HU2
55800,5541937.963560061,51,5541.937963560061,STEI,WBD_07_HU2
46003,325996.35079765064,3,325.9963507976506,STEI,WBD_07_HU2
