FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,20749128.52939813,153,20749.128529398127,MOAB,WBD_14_HU2
55800,2305458.7254886813,17,2305.4587254886815,MOAB,WBD_14_HU2
46006,271230.438292786,2,271.230438292786,MOAB,WBD_14_HU2
33400,135615.219146393,1,135.615219146393,MOAB,WBD_14_HU2
