FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,1761116.344410012,42,1761.116344410012,TREE,WBD_07_HU2
55800,461244.75686928886,11,461.24475686928884,TREE,WBD_07_HU2
46003,83862.68306714343,2,83.86268306714342,TREE,WBD_07_HU2
