FCode,sum_length,n_segments,sum_length_km,siteID
55800,3250490.2727917708,67,3250.4902727917706,OSBS
46006,1261384.2849639708,26,1261.3842849639707,OSBS
33600,970295.603818439,20,970.295603818439,OSBS
46003,145544.34057276585,3,145.54434057276586,OSBS
33400,48514.78019092195,1,48.51478019092195,OSBS
46000,48514.78019092195,1,48.51478019092195,OSBS
