FCode,sum_length,n_segments,sum_length_km,siteID,huc2
55800,7002898.006588337,73,7002.898006588337,DEJU,WBD_19_HU2
46006,6523247.458191875,68,6523.247458191875,DEJU,WBD_19_HU2
