siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
MART,116.70447394821167,618004.1834451776,6180.041834451777,700907.3635758571,0.7009073635758571,WBD_17_HU2
