FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,1071546.1617345307,30,1071.5461617345306,REDB,WBD_16_HU2
46006,678645.9024318694,19,678.6459024318694,REDB,WBD_16_HU2
46003,357182.0539115102,10,357.1820539115102,REDB,WBD_16_HU2
