FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,1756644753.328338,1554,1756644.7533283378,BLUE,WBD_11_HU2
55800,847801521.876611,750,847801.521876611,BLUE,WBD_11_HU2
46006,128865831.32524487,114,128865.83132524487,BLUE,WBD_11_HU2
42801,9043216.233350517,8,9043.216233350517,BLUE,WBD_11_HU2
33400,2260804.0583376293,2,2260.804058337629,BLUE,WBD_11_HU2
42805,1130402.0291688147,1,1130.4020291688146,BLUE,WBD_11_HU2
