siteID,fbox_area_km2,nhd_length_m,nhd_length_km,nhd_wb_area_m2,nhd_wb_area_km2,huc2
MLBS,132.7023003442903,133147.35957109142,1331.4735957109142,239615.61346264742,0.23961561346264743,WBD_05_HU2
