FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46006,255434913.1207331,558,255434.9131207331,TOOL,WBD_19_HU2
55800,68207530.56449683,149,68207.53056449683,TOOL,WBD_19_HU2
46003,2288843.307533451,5,2288.843307533451,TOOL,WBD_19_HU2
