FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46007,1541222095.804151,1810,1541222.0958041511,TEAK,WBD_18_HU2
46003,795304661.5917553,934,795304.6615917552,TEAK,WBD_18_HU2
46006,742511418.5310606,872,742511.4185310606,TEAK,WBD_18_HU2
55800,181370335.03109622,213,181370.3350310962,TEAK,WBD_18_HU2
33400,4257519.601668926,5,4257.519601668926,TEAK,WBD_18_HU2
42807,1703007.8406675702,2,1703.0078406675702,TEAK,WBD_18_HU2
