FCode,sum_length,n_segments,sum_length_km,siteID,huc2
46003,145048683.70996726,389,145048.68370996724,WALK,WBD_06_HU2
55800,126777769.82362178,340,126777.76982362178,WALK,WBD_06_HU2
46006,58541499.595025346,157,58541.49959502534,WALK,WBD_06_HU2
