FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,6795777.122929789,59,6.795777122929789,m2,LENO,WBD_03_HU2
46600,1286210.2772500163,38,1.2862102772500164,m2,LENO,WBD_03_HU2
