FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,1174764.5878134295,297,1.1747645878134296,m2,UKFS,WBD_10_HU2
43624,22081.710775353175,18,0.022081710775353175,m2,UKFS,WBD_10_HU2
39000,11280.8571647887,1,0.0112808571647887,m2,UKFS,WBD_10_HU2
43612,2145.04022347281,8,0.0021450402234728097,m2,UKFS,WBD_10_HU2
