FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
46601,517417.949644198,8,0.517417949644198,m2,WREF,WBD_17_HU2
39004,153963.83769222905,36,0.15396383769222904,m2,WREF,WBD_17_HU2
46600,34587.754322839086,1,0.03458775432283909,m2,WREF,WBD_17_HU2
43601,5330.57745795825,5,0.005330577457958251,m2,WREF,WBD_17_HU2
43600,308.0455435294425,1,3.080455435294425e-4,m2,WREF,WBD_17_HU2
