FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,23755.87492320477,3,0.02375587492320477,m2,GRSM,WBD_06_HU2
39011,12819.410576392955,6,0.012819410576392954,m2,GRSM,WBD_06_HU2
