FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,29424.50155736372,10,0.02942450155736372,m2,KONA,WBD_10_HU2
39000,13119.921651659883,5,0.013119921651659882,m2,KONA,WBD_10_HU2
43624,882.3005275086034,1,8.823005275086035e-4,m2,KONA,WBD_10_HU2
