FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39001,160986.35282515004,50,0.16098635282515003,m2,ARIK,WBD_10_HU2
39004,59655.850364813,10,0.059655850364812996,m2,ARIK,WBD_10_HU2
