FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,134144.52226769985,80,0.13414452226769985,m2,MCDI,WBD_10_HU2
39000,72543.58540466419,8,0.07254358540466418,m2,MCDI,WBD_10_HU2
39006,22876.41820170358,1,0.022876418201703577,m2,MCDI,WBD_10_HU2
39011,1160.9723833710887,2,0.0011609723833710887,m2,MCDI,WBD_10_HU2
