FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,2290771.563253078,69,2.2907715632530783,m2,OKSR,WBD_19_HU2
39009,1393991.421054936,5,1.393991421054936,m2,OKSR,WBD_19_HU2
