FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
46600,2210435.380340366,62,2.2104353803403662,m2,JERC,WBD_03_HU2
39010,1130607.745049072,132,1.130607745049072,m2,JERC,WBD_03_HU2
