FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39001,212338.45770535368,19,0.21233845770535367,m2,CPER,WBD_10_HU2
39004,1760.2015494927255,1,0.0017602015494927255,m2,CPER,WBD_10_HU2
