FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,179052.70661108987,75,0.17905270661108988,m2,SCBI,WBD_02_HU2
39009,42129.607664678704,2,0.04212960766467871,m2,SCBI,WBD_02_HU2
43600,8322.868385301437,1,0.008322868385301437,m2,SCBI,WBD_02_HU2
43613,2564.8991145512337,4,0.0025648991145512338,m2,SCBI,WBD_02_HU2
39001,358.7929992619902,1,3.587929992619902e-4,m2,SCBI,WBD_02_HU2
