FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39009,192684.3901846962,1,0.1926843901846962,m2,MLBS,WBD_05_HU2
39004,29909.582844302327,17,0.029909582844302326,m2,MLBS,WBD_05_HU2
46600,9683.440884757787,1,0.009683440884757788,m2,MLBS,WBD_05_HU2
39001,6452.9615218541585,7,0.006452961521854158,m2,MLBS,WBD_05_HU2
43613,885.2380270369249,3,8.852380270369249e-4,m2,MLBS,WBD_05_HU2
