FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,48766.63584724492,13,0.04876663584724492,m2,HOPB,WBD_01_HU2
46600,43041.373160933115,5,0.043041373160933115,m2,HOPB,WBD_01_HU2
