FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39000,174845.43774495003,151,0.17484543774495004,m2,LAJA,WBD_21_HU2
46600,68570.77597087434,4,0.06857077597087434,m2,LAJA,WBD_21_HU2
39004,30597.838745859328,14,0.030597838745859328,m2,LAJA,WBD_21_HU2
39011,5147.17052684247,5,0.00514717052684247,m2,LAJA,WBD_21_HU2
43624,2281.6817685886635,5,0.0022816817685886634,m2,LAJA,WBD_21_HU2
39001,1254.3119632932357,1,0.0012543119632932357,m2,LAJA,WBD_21_HU2
43617,486.35547770373523,2,4.8635547770373524e-4,m2,LAJA,WBD_21_HU2
