FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
46600,999241.8976697732,47,0.9992418976697732,m2,YELL,WBD_10_HU2
39004,253014.78618990825,18,0.25301478618990825,m2,YELL,WBD_10_HU2
39001,174019.46734259857,30,0.17401946734259857,m2,YELL,WBD_10_HU2
39009,15480.996608441696,1,0.015480996608441695,m2,YELL,WBD_10_HU2
