FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,960307.8858636146,104,0.9603078858636146,m2,DEJU,WBD_19_HU2
39009,168020.82283269614,1,0.16802082283269615,m2,DEJU,WBD_19_HU2
