FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,18366.78897230886,3,0.01836678897230886,m2,MOAB,WBD_14_HU2
39001,12779.757327497493,12,0.012779757327497494,m2,MOAB,WBD_14_HU2
