FCode,sum_area,n_bodies,sum_area_km2,check_m2,siteID,huc2
39004,136906.6869673458,74,0.1369066869673458,m2,RMNP,WBD_10_HU2
39009,22654.267427841747,1,0.022654267427841747,m2,RMNP,WBD_10_HU2
39001,3325.0573079221176,2,0.0033250573079221177,m2,RMNP,WBD_10_HU2
