objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
4,{EF9CDE22-5978-45F7-95A8-36E84D408C08},NA,NA,NA,NA,2018-02-22,NA,888549.87,3595.84,"MI,WI",04020102,Ontonagon,5.16375252655,0.421148324443,CRAM,WBD_04_HU2
78,{70F130F4-34CB-482B-A3B2-9455B1EEE74D},NA,NA,NA,NA,2020-05-26,NA,647267.11,2619.4,"MI,WI",04020101,Black-Presque Isle,6.32003404296,0.30720160803,CRAM,WBD_04_HU2
