objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,neon_siteID,huc2
6,{8D779E31-2B54-43B1-9539-B8303F1EB345},NA,NA,NA,NA,2016-07-26,NA,410485.89,1661.18,PR,21010003,Culebrinas-Guanajibo,2.34511851731,0.141907948197,CUPE,WBD_21_HU2
